Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
03-04-2020,244.8,1520.9,325.45,2033.75,2207.5,4510.75,317.15,423.95,2563.25,449.2,137.75,1901.05,3146.8,12680.05,454.7,405.8,813.85,422.3,1582.05,88.8,2154.1,1499.55,286.65,177.9,79.5,313.2,585.7,140.7,1140.85,774.65,280.7,4011.5,79.55,15104.65,69.85,156.2,1077.45,650.15,15783.8,175.5,375.95,1654.2,267.15,65.3,253.75,520.9,862.8,298.1,3041.6,180.0
07-04-2020,248.1,1623.8,388.85,2280.05,2253.35,4724.9,351.1,470.2,2834.5,492.25,140.15,2067.85,3583.2,13096.05,518.55,451.15,896.1,470.5,1769.2,103.95,2444.9,1555.15,326.1,181.55,83.0,383.85,639.0,158.1,1198.05,801.65,321.0,4553.65,81.55,17038.65,72.9,158.0,1206.1,735.3,16634.55,186.4,417.35,1775.2,284.55,67.25,276.2,549.85,947.45,323.65,3279.5,191.9
08-04-2020,250.85,1608.95,391.35,2241.7,2332.9,4608.5,342.3,461.65,2775.55,512.75,137.35,2168.95,3683.0,13158.5,512.6,463.1,888.9,476.6,1821.65,100.85,2460.85,1558.8,318.95,178.65,81.75,399.15,631.6,154.6,1187.65,807.1,326.4,4698.1,85.2,16871.25,74.45,158.35,1192.15,742.8,16063.95,183.0,436.7,1705.45,294.4,67.6,274.75,558.9,913.45,320.2,3256.45,192.9
09-04-2020,251.9,1651.35,420.15,2435.95,2551.85,4820.25,344.9,488.7,2801.7,579.6,140.8,2310.9,3621.55,13742.3,530.55,469.05,925.05,472.25,1990.9,107.55,2372.25,1703.1,342.7,185.25,83.4,395.4,636.25,166.3,1272.9,812.8,381.4,5326.65,87.1,16839.7,77.3,164.45,1219.95,739.45,16935.3,187.75,454.45,1766.15,309.05,74.6,284.85,545.25,1013.85,319.0,3366.05,196.7
13-04-2020,262.85,1680.85,418.95,2397.55,2287.3,4491.4,350.1,512.2,2706.15,592.85,145.9,2341.2,3746.6,13400.55,544.5,458.25,895.35,477.8,1919.05,113.8,2346.45,1655.2,330.65,181.6,83.15,410.4,637.4,167.65,1250.9,865.45,362.85,5283.15,88.65,16599.95,75.05,159.95,1189.15,707.75,17301.1,183.5,462.35,1759.25,305.05,74.25,282.55,526.85,966.85,324.95,3466.1,189.2
15-04-2020,268.9,1718.2,417.3,2335.15,2182.45,4599.1,353.85,510.5,2837.35,592.35,146.85,2395.45,3807.6,13314.9,535.4,478.75,863.3,471.7,1824.1,115.1,2487.55,1596.3,327.35,189.35,83.2,424.1,639.05,171.4,1173.75,880.15,353.15,5094.3,89.9,17325.9,74.35,159.55,1149.85,700.9,18138.55,182.35,449.2,1735.15,315.65,72.9,285.15,538.65,952.05,350.55,3600.15,186.55
16-04-2020,267.6,1743.1,422.55,2333.55,2220.0,4699.6,355.4,500.45,2836.8,600.45,147.4,2393.2,3860.65,13371.35,543.75,459.75,879.75,489.7,1782.65,120.55,2436.1,1625.75,342.0,186.35,84.7,435.4,623.85,170.65,1130.85,911.65,356.7,5130.8,95.1,17895.25,75.45,163.4,1168.05,685.25,18928.9,188.5,463.7,1716.05,324.05,74.65,288.9,517.65,985.25,363.2,3539.1,187.85
17-04-2020,268.15,1756.25,478.8,2379.15,2308.15,4999.7,360.1,502.45,2832.15,598.0,148.75,2332.2,3929.55,14770.35,545.55,455.25,910.3,495.5,1835.9,124.15,2385.0,1680.6,375.55,188.1,86.0,474.45,628.75,177.3,1186.25,932.9,363.2,5505.0,95.5,17324.3,76.3,167.75,1224.0,702.45,18946.75,193.25,457.1,1806.2,324.5,76.85,293.35,509.85,975.5,363.3,3534.05,187.0
20-04-2020,270.5,1730.45,455.95,2378.3,2308.25,4882.25,368.4,490.3,2833.0,585.4,144.2,2342.55,3844.75,14214.45,521.65,470.0,944.85,508.3,1805.85,116.45,2336.55,1727.7,361.3,180.7,87.55,456.7,653.3,167.5,1177.75,915.6,355.85,5331.35,98.9,16976.4,74.0,165.5,1243.8,700.0,18996.9,192.5,473.4,1818.65,324.7,80.45,286.4,524.85,975.5,354.75,3516.55,181.1
21-04-2020,265.2,1726.0,420.65,2323.25,2099.75,4595.05,355.25,500.5,2863.25,592.1,139.0,2406.6,4016.4,13495.0,509.55,455.7,921.65,496.35,1827.55,107.1,2317.4,1669.7,331.85,179.6,83.0,400.85,633.2,159.6,1130.15,870.35,332.05,5001.1,97.3,17015.35,69.35,162.65,1237.35,671.3,18828.45,184.75,473.15,1737.65,312.4,74.65,265.95,512.95,936.7,345.95,3403.25,178.05
22-04-2020,271.9,1813.0,431.15,2379.7,2148.25,4775.75,356.7,501.4,2952.65,587.2,140.7,2384.5,4056.8,13703.3,510.4,462.4,928.6,503.65,1887.65,108.3,2386.15,1664.15,335.95,182.25,83.0,415.9,641.85,161.2,1152.15,852.6,340.2,5180.85,97.6,17642.05,65.35,162.2,1363.6,704.8,19217.15,188.7,474.35,1769.5,330.15,75.9,268.35,518.3,951.4,353.65,3441.15,178.55
23-04-2020,277.6,1821.65,430.05,2430.65,2172.45,4729.6,355.15,496.0,2947.4,586.7,140.9,2417.3,4027.1,14068.35,500.45,477.7,954.95,488.5,1865.0,111.25,2317.5,1663.45,352.95,180.55,83.1,409.95,679.3,159.95,1249.65,840.6,347.5,5156.35,95.2,17436.05,67.35,158.0,1370.9,717.65,18707.75,186.7,477.45,1878.25,329.95,75.65,270.3,523.7,912.6,348.9,3442.2,180.9
24-04-2020,270.65,1827.55,403.95,2445.35,1976.25,4389.8,350.45,494.25,3062.15,599.3,137.0,2425.4,4002.8,13589.2,499.05,468.1,938.05,453.35,1894.8,103.65,2283.1,1580.3,334.85,180.05,81.5,382.9,658.0,153.25,1239.55,851.2,334.3,5045.65,93.4,17406.05,67.6,159.15,1417.0,679.15,18587.45,179.75,485.55,1818.55,326.1,74.2,267.55,503.45,906.05,335.85,3307.95,177.75
27-04-2020,271.15,1851.35,427.3,2505.75,2044.05,4617.5,355.4,494.05,3242.05,608.7,138.1,2425.85,3980.3,13999.5,498.25,483.1,929.7,484.75,1935.2,108.2,2320.45,1591.45,347.9,179.85,81.5,407.4,664.6,157.3,1303.6,855.25,330.3,5056.35,92.35,17950.8,68.45,159.6,1429.75,714.1,19021.85,180.9,489.9,1836.6,349.35,75.25,271.65,511.7,927.75,349.35,3360.65,182.05
28-04-2020,272.95,1824.4,455.45,2463.7,2228.1,4861.8,359.1,485.65,3193.95,598.6,135.4,2363.35,3949.75,14326.85,497.45,471.1,931.4,486.15,1943.1,108.75,2289.95,1715.8,359.85,179.45,79.65,468.05,660.7,159.4,1326.65,857.15,335.95,5052.7,90.35,17569.65,69.2,157.2,1428.15,719.85,18865.9,184.3,473.95,1859.05,342.9,76.95,273.55,520.4,932.85,360.5,3394.0,179.7
29-04-2020,287.65,1767.5,439.1,2499.15,2296.45,4998.65,360.75,496.0,3156.8,596.25,139.85,2369.85,3880.7,14315.75,501.95,491.75,977.1,492.85,1970.25,116.3,2231.75,1836.75,370.45,182.15,80.5,471.1,676.55,164.1,1327.85,875.35,348.0,5068.45,90.2,17489.7,70.5,158.05,1426.95,713.35,19171.45,190.1,477.65,1905.65,354.0,78.15,282.65,528.7,925.4,360.6,3434.35,180.65
30-04-2020,290.1,1758.7,444.9,2623.3,2318.1,5104.35,370.0,514.3,3165.75,589.6,148.5,2332.9,3936.3,14707.95,504.9,543.55,1001.8,501.05,2166.7,130.2,2195.0,1916.0,380.15,182.05,84.2,468.15,715.5,180.65,1357.2,897.55,366.65,5358.8,95.05,17924.65,79.9,162.05,1466.0,726.85,19767.9,190.5,464.45,2014.45,351.6,93.25,298.3,546.25,970.05,420.05,3534.3,190.95
04-05-2020,266.35,1676.8,402.8,2442.15,2079.65,4762.35,347.9,532.5,3092.95,611.85,142.3,2287.15,3939.0,13748.8,479.05,514.25,923.0,478.95,2000.7,115.9,2082.65,1724.35,338.05,174.05,79.75,423.05,673.7,163.55,1277.8,850.65,357.05,4886.3,91.45,17456.45,76.55,159.05,1435.2,687.65,18625.0,178.85,465.45,1930.45,334.95,83.9,273.6,502.45,891.85,385.4,3347.6,190.05
05-05-2020,263.1,1619.15,389.0,2422.8,2002.35,4629.2,347.05,528.05,2978.75,596.9,138.0,2284.25,3833.9,13810.95,471.45,520.4,911.45,477.55,1965.35,115.9,2041.5,1689.9,330.85,173.9,78.7,418.7,673.7,163.9,1238.35,836.9,368.15,4829.85,92.6,17421.5,78.45,163.65,1460.65,713.55,18512.0,170.4,456.3,1932.75,329.5,80.9,272.65,499.95,886.95,387.05,3284.35,184.2
06-05-2020,270.15,1610.65,388.85,2471.85,2106.25,4692.9,343.8,546.0,2987.7,591.75,133.75,2291.35,3852.5,13859.95,482.4,519.1,946.4,491.0,2026.75,118.6,2010.2,1732.15,341.4,163.9,76.55,425.5,665.9,165.8,1245.95,837.3,387.15,4843.25,94.7,17309.3,79.25,165.4,1460.75,731.15,18741.9,171.1,454.4,1903.6,335.55,83.2,277.75,506.85,876.45,379.0,3324.4,187.05
07-05-2020,282.4,1594.3,397.35,2406.55,2060.55,4673.4,329.55,528.05,2915.35,589.55,130.8,2258.85,3837.65,14010.5,485.2,511.75,925.0,494.55,2000.3,117.65,1992.05,1703.9,336.75,161.0,75.75,454.35,664.95,172.2,1199.8,822.85,400.65,4749.3,90.45,17142.45,75.6,161.75,1506.95,735.15,18432.4,170.75,452.2,1891.65,341.3,82.5,275.85,516.35,849.1,368.4,3252.85,184.1
08-05-2020,285.05,1578.4,382.05,2419.05,2024.15,4601.0,324.75,530.05,2994.65,591.9,129.0,2300.8,3984.0,13858.85,486.3,518.4,929.05,520.05,1962.6,117.1,2089.45,1689.7,337.7,158.25,74.35,440.35,674.2,168.65,1217.45,815.95,386.7,4654.15,87.0,17802.95,76.0,159.0,1561.8,760.05,18732.75,166.65,469.0,1893.4,348.75,81.05,272.9,536.2,832.85,364.6,3305.8,184.0
11-05-2020,289.7,1569.6,379.55,2566.3,2015.05,4558.0,314.8,536.2,3053.95,586.05,128.45,2326.9,3862.0,14288.95,504.45,527.55,915.8,525.2,2088.65,119.75,2048.0,1658.45,320.15,158.45,75.35,433.4,682.9,174.55,1188.45,821.6,390.1,4937.8,86.65,17562.1,77.05,158.8,1576.8,750.5,18914.9,165.45,463.85,1935.3,355.0,86.1,276.2,530.2,829.6,368.1,3360.75,184.7
12-05-2020,291.5,1523.35,386.85,2628.85,2069.7,4668.2,312.5,559.85,3107.3,570.15,126.85,2363.55,3773.4,14167.05,517.95,527.4,901.55,526.8,2114.3,121.1,2011.55,1674.1,321.2,165.05,74.9,446.2,687.65,178.2,1157.2,814.8,393.05,4951.3,91.65,17461.95,76.3,163.3,1479.25,744.6,19127.2,166.9,463.9,1949.5,358.7,86.2,273.95,533.25,846.45,374.55,3349.35,187.05
13-05-2020,309.35,1563.3,414.0,2696.0,2161.05,4816.4,316.55,555.95,3079.55,570.2,130.6,2339.5,3779.6,14271.65,522.95,528.75,927.65,516.75,2187.6,123.55,1995.75,1712.75,338.05,165.4,76.0,448.6,694.15,182.35,1186.7,862.9,413.05,5036.1,93.05,16512.35,78.2,166.65,1496.45,760.5,19763.25,174.1,452.35,1949.65,356.35,87.2,276.55,544.75,860.45,389.65,3546.7,189.7
14-05-2020,308.4,1522.4,401.95,2702.65,2112.0,4790.25,309.7,539.85,3118.7,569.75,128.65,2366.6,3732.0,14031.85,511.4,517.45,893.7,495.0,2241.35,117.2,2006.05,1632.4,327.4,163.8,75.15,428.0,658.15,175.2,1173.1,871.65,400.45,5114.05,89.35,16242.5,76.15,160.8,1435.95,746.75,19310.8,167.95,455.95,1902.35,362.8,83.8,268.55,515.7,846.0,391.85,3609.5,186.0
15-05-2020,309.25,1552.95,388.55,2663.6,2086.45,4723.25,318.2,554.1,3125.65,570.3,129.6,2335.2,3735.1,14099.6,517.85,511.25,888.15,487.3,2193.55,119.25,2032.1,1633.8,322.7,164.65,75.5,418.7,652.3,174.3,1178.3,864.4,381.3,5100.4,90.85,16443.8,76.15,159.8,1459.4,751.95,19180.5,166.4,448.6,1892.9,352.2,84.35,273.45,510.55,845.6,378.9,3583.15,183.8
18-05-2020,293.3,1501.1,358.8,2477.45,1938.6,4465.45,294.05,538.05,3109.55,600.45,121.7,2330.2,3679.15,12988.2,495.8,510.75,836.65,469.35,2070.55,115.35,2005.25,1512.05,298.5,164.75,71.55,376.75,663.9,163.25,1113.65,813.35,377.2,4720.95,88.9,16240.35,72.9,154.5,1440.75,700.75,18152.7,155.3,440.7,1945.6,347.1,80.65,266.6,504.05,817.3,375.8,3307.8,182.2
19-05-2020,319.2,1503.95,354.5,2509.3,1964.95,4535.45,293.3,598.8,3104.0,594.95,123.6,2321.75,3699.6,12966.2,511.85,518.25,830.65,471.75,2073.5,117.3,1975.55,1539.85,300.3,170.75,72.05,367.8,668.6,169.3,1130.45,796.35,382.9,4805.3,91.05,16150.3,77.15,158.05,1408.9,702.95,18340.75,152.8,441.7,1948.65,358.05,81.8,272.0,512.6,826.8,339.65,3438.15,184.4
20-05-2020,323.75,1500.05,362.5,2557.75,2042.8,4702.05,308.9,594.05,3127.85,620.65,123.25,2372.7,3910.2,13675.1,536.85,526.75,857.1,479.25,2023.6,120.8,1990.85,1627.0,305.65,175.75,74.1,357.3,669.55,171.05,1160.1,835.0,405.05,4891.95,92.9,16303.4,78.0,158.45,1433.7,715.8,19411.65,153.4,455.75,1953.6,360.75,83.45,283.2,519.2,848.7,356.55,3528.5,184.95
21-05-2020,317.15,1574.3,357.2,2640.35,1990.2,4539.2,313.2,594.55,3110.95,616.6,124.5,2357.35,3847.5,14087.6,526.95,534.85,859.55,493.8,2119.5,129.5,1970.9,1597.3,304.4,188.95,74.45,346.8,672.2,169.9,1150.25,820.5,408.3,5050.1,90.25,16295.45,77.0,158.9,1441.25,730.4,19251.15,151.95,466.45,1991.2,360.3,84.1,283.7,520.05,849.85,366.8,3571.5,189.1
22-05-2020,310.6,1617.9,336.95,2553.75,1895.3,4315.55,315.2,593.2,3167.1,639.35,125.2,2320.0,3892.85,13922.4,532.35,530.4,838.85,494.75,2150.6,124.85,1987.9,1516.15,291.05,186.35,75.5,338.35,692.35,166.15,1160.2,815.7,426.35,5134.3,90.95,16215.15,76.15,155.85,1431.55,729.95,19910.25,150.85,469.4,2020.35,362.45,82.8,274.45,529.65,849.65,371.15,3638.95,189.0
26-05-2020,315.6,1629.85,341.3,2564.85,1829.0,4097.25,313.15,559.25,3163.85,627.7,127.25,2295.7,3864.3,14805.1,532.65,524.0,852.4,507.45,2113.65,129.1,1977.8,1502.15,292.7,191.7,77.15,348.2,680.55,176.25,1153.2,825.55,429.15,5246.15,93.0,16655.15,77.0,157.35,1424.05,754.45,20667.3,151.4,459.15,1943.0,371.95,83.1,280.45,520.45,892.75,367.05,3786.0,188.8
27-05-2020,326.65,1619.45,387.0,2580.55,1936.45,4258.05,329.45,563.1,3220.3,633.05,130.8,2290.4,3883.0,14966.95,566.65,530.95,903.65,503.3,2175.65,133.3,1998.1,1570.4,318.85,192.15,77.55,368.95,705.45,184.8,1217.55,850.85,432.5,5244.4,94.7,16716.5,77.95,157.15,1445.55,741.15,20477.55,158.6,450.9,2005.3,368.55,84.55,287.95,523.75,885.85,387.8,3727.4,201.25
28-05-2020,331.8,1643.6,390.95,2600.0,1947.7,4285.95,326.45,562.75,3323.25,628.35,133.9,2285.1,3887.75,16236.5,576.5,542.65,945.25,516.8,2298.1,138.4,2009.95,1623.7,326.85,190.65,77.7,386.85,707.4,184.15,1229.45,905.5,440.4,5468.35,95.7,16989.15,78.85,157.25,1472.25,748.1,20808.9,158.2,459.1,2004.3,371.15,87.0,295.5,529.7,899.45,391.1,3809.2,199.35
29-05-2020,323.8,1683.1,384.95,2710.5,1953.65,4404.9,342.8,552.6,3378.85,648.15,141.3,2390.1,4071.25,16548.45,589.2,550.25,951.65,523.2,2360.85,138.85,2057.35,1658.9,331.95,197.35,83.2,393.65,691.0,184.2,1224.0,932.25,436.35,5610.8,97.85,17540.8,83.2,157.55,1464.4,768.65,20857.3,161.3,474.25,1972.35,366.9,87.0,295.2,530.45,890.0,405.85,3904.85,212.8
01-06-2020,329.35,1693.25,396.95,2758.3,2160.85,4763.2,346.3,559.05,3434.85,642.5,148.55,2480.05,3953.55,16985.75,583.5,559.75,987.65,516.1,2326.3,139.15,2108.55,1737.7,339.25,200.55,86.15,410.1,699.55,193.95,1248.4,928.15,461.1,5793.6,97.9,17183.45,83.95,158.85,1520.35,774.8,21069.35,170.05,465.4,2045.25,362.85,89.55,315.2,543.55,958.9,419.3,3815.7,215.05
02-06-2020,339.95,1709.3,410.1,2796.1,2346.2,5184.7,341.6,558.1,3451.0,637.6,143.4,2411.0,3895.3,17396.25,596.35,560.2,1001.0,499.7,2318.25,141.15,2107.4,1813.55,348.4,197.25,85.8,434.7,708.1,192.15,1342.9,945.45,462.85,5690.1,96.75,17014.45,84.3,165.05,1535.7,779.5,21201.0,170.25,473.1,2047.15,367.45,96.5,319.4,547.5,976.15,424.7,3834.25,215.85
03-06-2020,339.55,1716.55,409.55,2783.4,2411.9,5286.05,349.05,551.65,3510.3,641.2,141.7,2382.2,3962.4,17542.85,597.8,562.8,1022.25,501.35,2300.2,143.35,2120.5,1835.65,356.85,196.7,87.0,432.35,701.55,192.7,1386.55,961.3,485.1,5624.0,94.7,17407.55,86.3,164.55,1541.65,807.1,21630.1,174.9,476.15,2046.15,366.65,98.75,317.4,553.25,984.35,419.1,3855.9,211.35
04-06-2020,339.2,1633.75,394.35,2817.25,2313.05,5136.8,357.25,572.45,3450.35,660.55,140.25,2421.15,3998.9,17272.95,605.1,578.95,1001.7,517.6,2329.25,142.65,2120.6,1764.3,347.85,200.15,85.9,415.05,707.75,192.0,1334.4,930.7,478.45,5690.2,95.15,17196.6,84.9,169.25,1579.8,794.8,21396.65,174.05,494.85,2091.55,381.5,98.5,319.95,582.1,971.25,422.05,3803.9,216.25
05-06-2020,341.15,1638.55,405.3,2776.3,2390.35,5236.4,369.6,584.35,3466.7,650.9,144.85,2460.05,4024.9,17495.35,627.15,575.95,1033.35,516.25,2340.65,149.25,2087.6,1766.6,357.2,200.0,89.4,422.35,703.55,197.05,1337.8,955.25,484.2,5746.2,97.95,17096.85,86.95,171.45,1581.7,796.7,22089.6,187.8,494.25,2048.25,379.75,110.75,338.95,579.85,990.95,439.4,3869.55,218.75
08-06-2020,343.3,1634.25,430.25,2801.05,2507.25,5440.95,394.1,585.15,3426.8,635.1,146.7,2413.05,3967.6,16894.85,617.15,578.25,1015.9,522.05,2384.3,146.35,2111.7,1760.8,359.8,197.65,93.1,451.6,720.85,194.95,1336.75,961.35,470.85,5734.8,98.55,16836.2,90.95,172.35,1569.5,779.3,21180.9,186.8,489.0,2071.75,379.45,115.45,333.6,590.0,1025.0,436.8,3778.2,226.45
09-06-2020,346.05,1642.05,420.05,2791.15,2443.6,5310.8,381.5,567.8,3415.7,640.05,144.3,2421.8,4123.8,17026.85,611.9,572.85,987.3,506.85,2387.3,142.6,2106.5,1772.1,348.55,198.5,90.65,463.9,717.6,190.05,1304.15,953.3,478.75,5662.3,98.0,16552.55,90.0,170.55,1537.15,758.5,21009.8,184.45,500.75,2072.05,384.25,111.45,332.2,586.2,997.1,430.6,3791.35,218.35
10-06-2020,346.55,1635.95,427.45,2717.2,2435.65,5223.0,378.95,567.1,3377.0,642.95,140.7,2394.65,4112.5,17090.05,614.75,578.7,991.85,501.7,2292.25,146.95,2119.6,1809.3,353.0,199.05,89.95,499.6,715.85,190.95,1332.25,946.55,472.05,5675.6,98.15,16534.7,88.25,170.05,1572.15,741.7,21513.3,187.7,499.15,2108.75,384.65,111.4,324.0,590.5,977.25,425.0,3792.45,217.0
11-06-2020,338.65,1610.6,413.45,2718.55,2338.9,5158.0,370.05,551.85,3370.35,635.0,137.7,2356.3,4057.6,16442.8,590.6,578.05,968.6,501.65,2309.95,144.4,2106.9,1787.45,341.25,194.25,88.35,523.15,703.95,184.65,1298.7,930.45,474.55,5426.15,98.05,16608.25,86.9,171.0,1537.7,740.9,21251.2,177.15,473.65,2067.65,375.8,106.15,313.15,571.85,951.25,417.45,3704.9,212.9
12-06-2020,345.3,1637.35,408.0,2782.15,2450.15,5285.95,373.9,560.1,3366.05,643.6,134.65,2395.1,4007.95,16857.3,601.95,570.75,982.75,502.3,2401.85,146.05,2107.25,1792.2,344.2,193.9,88.3,528.45,692.05,188.95,1279.8,926.4,508.45,5561.75,96.9,16496.3,83.9,166.3,1588.8,750.45,22392.65,179.15,480.1,2039.5,371.0,105.3,317.6,554.7,977.7,411.65,3788.55,207.9
15-06-2020,339.75,1618.2,389.6,2728.55,2351.4,5103.6,361.0,550.7,3357.2,643.65,132.1,2335.05,4012.3,16481.95,581.9,578.95,949.85,499.9,2348.15,145.8,2084.3,1751.65,331.1,187.2,86.2,490.55,687.55,183.75,1248.9,899.9,508.15,5475.75,93.2,16400.3,84.1,163.25,1614.55,745.3,22117.25,173.7,485.8,2029.9,370.0,100.5,306.2,548.8,948.4,405.0,3744.8,213.8
16-06-2020,340.8,1621.7,381.55,2718.45,2365.0,5128.3,359.75,544.9,3345.35,637.8,131.15,2320.35,4005.45,16709.05,589.1,580.9,990.4,505.7,2395.95,150.1,2076.35,1821.9,342.95,185.0,84.85,481.8,701.2,190.05,1276.8,895.05,506.75,5502.2,92.8,16342.1,83.9,162.7,1617.7,764.1,22111.3,172.9,483.4,2045.8,369.05,94.75,308.95,533.3,958.05,414.25,3779.95,212.4
17-06-2020,341.3,1595.4,389.6,2689.45,2396.0,5036.95,364.6,563.45,3401.45,640.35,129.45,2300.1,3985.2,16796.85,583.85,575.85,979.25,500.4,2363.3,148.0,2078.25,1794.65,341.95,181.2,84.35,491.15,703.65,191.85,1243.8,884.8,497.6,5726.2,91.5,16198.15,84.2,159.5,1615.35,772.05,21635.4,172.95,485.65,2047.8,369.6,95.4,308.2,535.55,963.0,420.8,3809.2,217.8
18-06-2020,343.8,1597.8,405.4,2678.35,2525.95,5427.55,370.25,560.9,3404.25,642.05,137.6,2310.45,4007.0,17116.05,598.1,578.95,1019.95,515.95,2364.95,150.8,2065.35,1855.95,352.0,186.6,84.85,499.2,713.9,193.4,1303.35,896.65,506.6,5714.4,92.7,16178.95,83.6,165.45,1655.9,771.6,21866.1,179.65,484.25,2038.1,372.15,96.35,318.1,535.9,976.0,427.9,3844.25,218.15
19-06-2020,348.9,1622.5,417.05,2674.35,2698.6,5899.8,380.55,572.5,3438.55,636.2,137.25,2304.75,4005.6,17349.35,601.25,569.6,1033.35,521.1,2355.85,151.05,2092.75,1835.1,363.8,184.05,85.3,483.65,705.55,194.3,1302.5,898.2,500.05,5897.35,93.0,16094.85,85.75,171.4,1759.4,775.85,21678.95,184.5,488.1,2044.6,377.3,102.5,320.55,538.85,975.85,436.9,3836.35,222.05
22-06-2020,349.6,1652.15,430.15,2855.75,2840.3,6183.55,385.15,581.05,3421.2,655.95,143.65,2349.25,4032.85,17588.95,617.6,569.6,1028.75,520.4,2412.6,150.1,2100.8,1819.4,367.55,185.0,88.05,489.9,703.7,197.95,1355.35,907.45,498.75,5896.0,95.3,16140.8,84.85,178.6,1746.15,777.95,22017.6,187.7,493.2,2027.95,381.1,102.65,325.7,548.5,979.5,446.2,3825.25,218.05
23-06-2020,355.65,1683.9,443.65,2862.15,3025.5,6319.65,392.0,578.8,3467.05,659.8,143.85,2380.05,4108.85,17891.15,622.35,580.25,1042.3,537.05,2418.85,158.35,2155.95,1838.1,376.15,185.85,89.35,520.4,720.65,201.65,1389.9,967.6,516.4,5886.5,100.75,16548.45,85.65,187.45,1720.9,796.65,22756.25,192.45,500.45,2035.3,390.85,104.4,332.0,558.8,999.25,463.1,3942.8,220.6
24-06-2020,351.85,1747.25,424.65,2817.25,2934.45,6046.05,378.55,557.35,3446.4,631.2,141.55,2341.35,4042.65,18436.85,613.65,559.6,1032.5,527.25,2493.8,151.4,2130.3,1797.75,348.1,191.85,87.1,481.7,714.15,193.9,1343.9,955.55,515.35,5755.35,97.05,16707.95,83.1,178.5,1727.85,780.75,22566.25,184.6,484.4,2042.2,383.1,104.8,326.05,560.95,988.2,444.95,3821.6,218.2
25-06-2020,344.0,1689.0,421.7,2820.45,3005.35,6021.15,370.25,559.0,3450.4,634.9,140.4,2330.45,4006.6,18090.7,607.45,550.05,1028.75,538.4,2559.7,146.6,2173.15,1777.8,351.0,202.1,85.05,475.15,700.5,193.55,1381.7,943.1,507.25,5762.3,96.1,16787.0,81.6,179.35,1717.9,786.25,22068.8,185.25,487.65,2016.1,384.0,103.8,323.1,554.15,977.6,442.9,3802.35,218.2
26-06-2020,343.2,1686.75,424.85,2867.6,2903.5,5946.3,393.65,560.4,3456.4,634.9,142.1,2350.75,3998.6,18473.4,616.15,562.4,1056.45,541.9,2540.45,151.05,2154.2,1769.35,349.1,195.2,89.15,492.55,748.2,192.65,1340.1,962.2,501.4,5754.9,97.0,16677.5,84.15,179.2,1741.65,784.35,22523.85,184.6,479.95,2118.85,385.65,101.4,323.85,560.85,966.2,440.25,3860.6,225.45
29-06-2020,342.65,1691.95,404.8,2859.5,2857.95,5890.2,383.35,567.1,3519.25,644.9,134.85,2316.6,3973.85,18113.5,619.25,553.7,1076.05,537.2,2504.05,145.85,2182.95,1741.15,343.1,197.25,87.1,480.0,731.75,190.7,1355.65,936.6,507.45,5678.7,94.9,16724.85,82.4,178.25,1723.15,786.8,22341.95,179.25,482.0,2101.65,386.55,99.45,320.85,541.55,957.45,431.9,3807.0,219.7
30-06-2020,343.9,1687.45,406.65,2826.05,2831.0,5845.15,374.0,559.85,3603.8,640.25,132.85,2278.9,3944.95,18334.3,619.7,556.85,1065.85,549.0,2546.95,146.2,2180.0,1754.65,351.45,194.65,85.35,474.8,735.95,189.35,1360.45,943.65,510.7,5838.3,95.8,17174.45,81.35,174.85,1704.1,806.45,23051.05,178.45,472.95,2082.15,387.45,98.25,326.7,543.4,949.85,425.2,3893.55,219.65
01-07-2020,343.8,1688.0,433.25,2842.05,2953.9,6169.35,380.15,560.15,3545.95,627.1,133.85,2241.25,3911.45,18401.95,614.35,551.75,1084.6,549.65,2547.45,147.55,2170.4,1835.15,364.05,202.9,85.65,492.45,731.9,191.45,1356.75,924.3,498.95,5803.1,93.6,16798.85,80.45,173.45,1737.6,805.25,22663.5,184.8,468.15,2092.05,384.5,100.75,323.7,545.9,948.2,446.95,3898.6,219.05
02-07-2020,346.8,1686.45,423.2,2879.35,2964.25,6188.8,383.5,558.45,3535.1,646.2,133.6,2196.65,3920.55,18353.6,617.95,569.2,1089.4,547.95,2671.4,147.75,2151.75,1889.45,362.85,205.85,88.35,494.8,756.6,194.45,1352.0,941.3,529.7,5948.45,93.4,16789.35,81.85,175.1,1760.35,814.05,22762.85,185.45,473.0,2157.15,390.8,101.55,334.9,560.85,986.4,442.45,3914.95,224.2
