Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
03-03-2021,729.85,2402.1,753.95,3901.1,5542.9,10395.6,466.35,546.3,3481.15,812.5,154.9,3565.15,4502.55,2599.05,1318.1,965.25,1586.85,727.5,3424.35,359.35,2193.5,2654.9,632.1,209.95,102.6,1099.75,1343.55,428.15,1899.5,1496.9,852.05,7124.7,112.7,16699.25,114.0,227.5,2202.1,906.45,27695.25,405.05,624.35,3059.1,636.9,348.5,777.15,976.0,1474.6,613.6,6500.5,435.5
04-03-2021,752.45,2417.1,736.8,3879.05,5485.9,10129.95,463.9,539.6,3501.9,806.75,152.05,3553.45,4575.05,2593.2,1350.4,958.0,1552.05,720.5,3419.85,349.45,2196.9,2582.95,620.75,209.7,101.45,1091.95,1330.35,414.1,1897.7,1462.6,845.25,7131.6,110.8,16661.8,112.7,225.15,2175.85,915.9,28676.6,395.65,618.95,3049.7,631.1,339.2,757.95,968.05,1470.5,615.45,6775.55,438.8
05-03-2021,748.95,2387.1,730.75,3852.85,5444.9,9958.1,461.8,532.8,3491.75,805.15,151.1,3496.9,4492.5,2587.75,1339.35,941.5,1530.0,717.25,3461.7,337.85,2201.1,2543.9,609.45,208.55,101.45,1039.9,1316.7,406.4,1922.5,1463.55,840.4,7249.0,108.7,16782.9,114.95,220.25,2178.7,903.55,27848.6,383.65,611.2,3008.05,622.65,325.15,733.3,959.7,1474.2,591.55,6810.3,420.85
08-03-2021,748.4,2382.7,743.3,3798.75,5320.65,9839.1,466.7,525.7,3463.2,809.25,153.15,3507.7,4492.25,2583.25,1344.25,961.9,1519.5,722.95,3463.95,336.6,2174.55,2510.25,608.05,208.0,103.6,1018.25,1335.75,407.85,1915.85,1515.2,851.0,7259.5,110.55,16852.45,118.25,220.15,2191.1,923.85,27185.05,389.6,614.8,3006.95,616.05,321.25,737.25,968.5,1456.75,629.95,6668.15,416.9
09-03-2021,750.75,2422.7,745.45,3798.75,5415.05,9969.15,445.9,521.75,3426.75,797.0,151.7,3503.2,4448.3,2592.7,1366.35,973.15,1562.5,740.2,3448.85,333.25,2198.5,2577.3,625.1,207.8,100.55,1024.8,1345.55,401.6,1978.95,1508.3,852.0,7301.55,109.5,16910.8,116.75,216.0,2191.05,971.3,27313.15,387.6,612.6,3050.95,611.7,315.2,706.75,988.15,1456.9,624.9,6697.4,419.2
10-03-2021,745.35,2431.95,760.75,3867.55,5545.05,9991.45,445.5,525.85,3480.35,812.4,150.95,3528.1,4500.4,2672.3,1385.05,988.5,1555.75,731.35,3419.35,340.35,2227.85,2599.8,625.6,206.5,98.85,1039.85,1368.15,414.0,1963.95,1524.2,863.8,7272.1,109.65,16931.45,114.4,215.15,2181.95,940.75,27555.8,387.7,626.0,3070.95,620.95,321.45,724.5,1008.75,1471.25,621.3,6764.05,426.7
12-03-2021,728.15,2401.35,750.6,3746.4,5557.85,9934.1,457.55,524.2,3434.25,805.95,150.5,3512.05,4426.5,2637.5,1379.5,979.25,1551.95,710.8,3350.55,330.2,2204.75,2568.0,612.85,205.2,101.3,1022.65,1374.85,418.75,1935.15,1514.0,855.8,7096.2,109.1,16722.45,115.05,220.05,2137.6,914.2,27701.5,381.1,613.6,3057.95,615.25,317.55,719.95,1003.25,1482.5,620.3,6638.15,425.2
15-03-2021,719.05,2355.0,744.4,3664.65,5439.05,9689.05,460.55,522.85,3450.4,805.5,146.9,3411.0,4342.25,2669.45,1384.1,992.35,1528.65,704.15,3264.15,333.8,2210.85,2535.5,603.5,205.45,101.05,1038.65,1373.6,429.65,1918.65,1483.75,844.4,7089.3,110.5,16833.05,114.35,224.15,2108.9,920.0,27644.55,383.9,605.5,3066.15,607.65,318.55,736.4,1026.65,1492.2,621.35,6561.45,426.35
16-03-2021,717.35,2468.6,737.75,3654.45,5455.95,9613.3,453.85,529.3,3489.1,792.3,145.7,3378.25,4449.7,2661.05,1384.5,1007.25,1512.15,703.05,3255.05,333.9,2244.05,2510.4,594.95,207.85,100.4,1034.7,1384.0,425.95,1903.2,1461.8,842.85,7150.3,109.55,16741.95,115.1,224.45,2100.6,914.05,27430.8,378.55,602.3,3110.05,610.65,319.95,724.05,1026.55,1500.95,620.25,6639.95,429.3
17-03-2021,688.25,2422.95,727.9,3569.6,5359.8,9525.1,432.05,522.9,3467.9,772.15,139.85,3378.3,4355.85,2647.0,1367.1,987.45,1495.35,689.8,3190.55,326.4,2226.3,2515.55,589.5,210.6,98.2,1008.95,1387.0,422.5,1868.35,1437.65,836.95,7064.65,106.55,16455.75,109.35,220.45,2055.35,888.95,26842.2,368.15,584.75,3112.95,603.35,305.8,704.4,1020.05,1472.55,609.2,6520.25,419.65
18-03-2021,679.65,2404.55,718.75,3664.5,5371.85,9430.15,426.9,527.2,3439.65,755.15,137.05,3272.9,4212.75,2664.6,1387.8,947.75,1491.0,680.85,3107.2,331.8,2215.2,2514.6,578.6,217.65,97.25,1002.8,1337.1,423.15,1830.4,1428.1,845.65,7113.75,103.8,16201.25,110.2,221.05,2009.1,890.45,26595.5,367.1,574.55,3036.5,594.9,307.0,704.85,996.2,1468.2,601.3,6510.05,410.15
19-03-2021,686.25,2411.25,726.25,3650.05,5453.25,9440.65,432.95,529.95,3466.6,760.65,136.3,3370.3,4274.45,2661.5,1411.25,960.45,1497.5,688.45,3119.15,335.1,2312.05,2531.65,586.65,222.95,98.75,1011.9,1344.45,440.55,1834.15,1411.25,850.3,7113.55,108.5,16450.85,110.5,230.2,2082.0,906.7,26936.7,371.15,578.3,3050.2,600.25,308.95,733.0,989.45,1465.45,625.45,6672.0,410.5
22-03-2021,721.9,2425.7,716.2,3664.75,5389.35,9405.85,439.35,528.0,3564.4,772.85,135.65,3405.95,4353.95,2676.85,1413.9,978.75,1469.15,679.85,3095.85,339.75,2353.2,2531.85,573.45,226.0,99.15,968.15,1370.8,445.3,1822.65,1400.05,853.05,7101.25,109.85,16588.05,109.6,223.55,2062.4,900.2,26954.5,367.0,591.0,3129.65,620.55,303.05,743.5,1013.55,1460.3,628.15,6728.0,414.45
23-03-2021,738.55,2410.3,730.55,3678.35,5378.8,9405.2,436.5,529.25,3568.4,776.1,135.25,3495.95,4372.25,2702.75,1411.25,980.85,1500.15,683.55,3067.45,331.7,2337.3,2509.9,586.4,222.2,96.75,990.05,1371.55,441.8,1812.65,1404.35,844.65,7186.25,108.65,16681.35,107.15,219.0,2087.5,898.9,28312.2,372.7,587.85,3142.6,634.1,307.4,741.15,1013.85,1495.35,633.35,6939.1,415.5
24-03-2021,706.85,2443.55,706.4,3603.55,5270.3,9202.05,429.95,523.65,3537.75,792.95,132.3,3481.15,4350.5,2660.65,1387.65,975.65,1478.8,676.5,3033.85,317.75,2318.6,2465.75,567.5,215.95,94.55,958.7,1353.75,437.35,1782.45,1369.15,811.4,7066.2,106.0,16448.1,104.8,221.05,2047.3,880.7,27803.3,359.85,585.3,3121.1,629.1,294.45,702.8,992.15,1488.15,608.85,6858.65,411.0
25-03-2021,688.25,2402.2,694.6,3501.6,5122.2,9057.55,418.95,507.75,3443.85,787.25,128.1,3450.2,4380.55,2580.45,1372.75,957.05,1463.35,667.0,2941.65,314.0,2237.05,2470.75,571.55,211.6,90.9,957.8,1333.8,438.0,1762.9,1371.1,791.7,6786.85,103.0,16170.1,102.0,216.4,1991.45,864.1,27580.35,355.2,575.75,3064.85,614.85,285.55,723.15,968.7,1450.85,595.65,6666.5,399.65
26-03-2021,703.05,2505.15,698.2,3600.05,5183.05,9467.45,424.2,522.5,3504.6,787.45,129.6,3464.95,4406.0,2560.55,1405.6,958.55,1491.3,671.7,2937.8,327.15,2317.9,2532.75,578.55,210.9,90.9,952.75,1336.2,445.2,1771.05,1398.3,799.35,6784.45,104.2,16571.75,102.4,214.6,1994.65,873.95,28116.2,357.2,587.2,3066.8,628.3,296.4,766.85,991.0,1505.85,585.4,6735.25,403.9
30-03-2021,710.55,2578.05,695.35,3666.7,5193.55,9502.35,430.8,521.5,3616.0,812.2,132.95,3584.25,4518.2,2639.95,1422.6,995.8,1553.7,687.75,2963.85,326.3,2398.75,2605.65,591.45,214.55,91.55,961.05,1385.3,467.45,1781.25,1423.55,795.0,6851.8,107.7,17165.0,103.5,221.35,2029.3,872.15,29094.45,360.8,597.7,3158.55,628.9,297.05,800.0,1016.9,1552.2,627.95,6785.6,418.1
31-03-2021,702.4,2537.4,697.45,3670.6,5149.85,9668.6,427.95,517.3,3625.05,815.1,130.35,3622.8,4516.0,2603.95,1450.55,982.65,1493.65,696.2,2913.6,326.85,2431.5,2498.1,582.1,218.5,91.85,954.45,1368.05,468.45,1753.0,1418.9,795.25,6859.2,106.55,17165.2,102.15,215.65,2003.1,880.85,29465.4,364.3,597.8,3177.85,638.9,301.8,811.85,991.45,1558.05,641.85,6737.95,414.15
01-04-2021,736.25,2551.75,713.0,3743.05,5272.15,9789.5,437.4,520.8,3618.5,818.3,132.15,3616.1,4587.65,2631.15,1454.5,1002.6,1486.75,691.0,2956.1,350.25,2399.1,2531.45,594.4,220.05,93.15,993.3,1385.2,508.75,1804.55,1444.6,807.6,6923.9,107.9,17083.15,104.35,218.7,2021.85,883.45,29951.95,370.65,610.75,3165.0,650.15,307.75,863.05,992.15,1559.35,653.6,6898.85,416.4
